nacchoid,link from,link to,state,Notes
NC016,Cherokee County Health Department,NC038,NC,
NC016,Cherokee County Health Department,NC044,NC,
NC016,Cherokee County Health Department,NC050,NC,
NC019,Columbus County Health Department,NC026,NC,
NC019,Columbus County Health Department,NC057,NC,
NC019,Columbus County Health Department,NC068,NC,
NC020,Craven County Health Department,NC093,NC,
NC020,Craven County Health Department,NC085,NC,
NC020,Craven County Health Department,NC057,NC,
NC020,Craven County Health Department,NC068,NC,
NC020,Craven County Health Department,NC083,NC,
NC021,Cumberland County Health Department,NC093,NC,
NC021,Cumberland County Health Department,NC011,NC,
NC021,Cumberland County Health Department,NC014,NC,
NC021,Cumberland County Health Department,NC050,NC,
NC021,Cumberland County Health Department,NC060,NC,
NC024,Davidson County Health Department,NC004,NC,
NC024,Davidson County Health Department,NC029,NC,
NC024,Davidson County Health Department,NC035,NC,
NC024,Davidson County Health Department,NC025,NC,
NC024,Davidson County Health Department,NC066,NC,
NC026,Duplin County Health Department,NC019,NC,
NC026,Duplin County Health Department,NC020,NC,
NC026,Duplin County Health Department,NC057,NC,
NC026,Duplin County Health Department,NC063,NC,
NC026,Duplin County Health Department,NC068,NC,
NC027,Durham County Health Department,NC004,NC,
NC027,Durham County Health Department,NC015,NC,
NC027,Durham County Health Department,NC035,NC,
NC027,Durham County Health Department,NC060,NC,
NC027,Durham County Health Department,NC081,NC,
NC031,Gaston County Health Department,NC014,NC,
NC031,Gaston County Health Department,NC018,NC,
NC031,Gaston County Health Department,NC060,NC,
NC031,Gaston County Health Department,NC070,NC,
NC031,Gaston County Health Department,NC071,NC,
NC032,Dare County Health Department,NC005,NC,
NC032,Dare County Health Department,NC042,NC,
NC032,Dare County Health Department,NC093,NC,
NC033,Granville-Vance District Health Department,NC001,NC,
NC033,Granville-Vance District Health Department,NC093,NC,
NC033,Granville-Vance District Health Department,NC039,NC,
NC033,Granville-Vance District Health Department,NC021,NC,
NC033,Granville-Vance District Health Department,NC060,NC,
NC034,Greene County Health Department,NC005,NC,
NC034,Greene County Health Department,NC020,NC,
NC034,Greene County Health Department,NC048,NC,
NC034,Greene County Health Department,NC065,NC,
NC034,Greene County Health Department,NC083,NC,
NC035,Guilford County Department of Public Health,NC011,NC,
NC035,Guilford County Department of Public Health,NC027,NC,
NC035,Guilford County Department of Public Health,NC053,NC,
NC035,Guilford County Department of Public Health,NC060,NC,
NC035,Guilford County Department of Public Health,NC081,NC,
NC036,Halifax County Department of Health,NC028,NC,
NC036,Halifax County Department of Health,NC040,NC,
NC036,Halifax County Department of Health,NC056,NC,
NC036,Halifax County Department of Health,MA210,NC,
NC036,Halifax County Department of Health,NC085,NC,
NC039,Henderson County Department of Public Health,NC009,NC,
NC039,Henderson County Department of Public Health,NC021,NC,
NC039,Henderson County Department of Public Health,NC050,NC,
NC039,Henderson County Department of Public Health,NC060,NC,
NC039,Henderson County Department of Public Health,NC074,NC,
NC040,Hertford County Public Health Authority,NC093,NC,
NC041,Hoke County Health Department,NC037,NC,
NC041,Hoke County Health Department,NC045,NC,
NC041,Hoke County Health Department,NC055,NC,
NC041,Hoke County Health Department,NC021,NC,
NC041,Hoke County Health Department,NC068,NC,
NC042,Hyde County Health Department,NC093,NC,
NC042,Hyde County Health Department,NC005,NC,
NC042,Hyde County Health Department,NC013,NC,
NC042,Hyde County Health Department,NC020,NC,
NC042,Hyde County Health Department,NC057,NC,
NC043,Iredell County Health Department,NC011,NC,
NC043,Iredell County Health Department,NC053,NC,
NC043,Iredell County Health Department,NC014,NC,
NC043,Iredell County Health Department,NC060,NC,
NC043,Iredell County Health Department,NC070,NC,
NC045,Johnston County Health Department,NC020,NC,
NC045,Johnston County Health Department,NC021,NC,
NC045,Johnston County Health Department,NC033,NC,
NC045,Johnston County Health Department,NC060,NC,
NC045,Johnston County Health Department,NC081,NC,
NC046,Jones County Health Department,NC020,NC,
NC046,Jones County Health Department,NC028,NC,
NC046,Jones County Health Department,NC042,NC,
NC046,Jones County Health Department,NC048,NC,
NC046,Jones County Health Department,NC082,NC,
NC047,Lee County Health Department,NC015,NC,
NC047,Lee County Health Department,NC037,NC,
NC047,Lee County Health Department,NC041,NC,
NC047,Lee County Health Department,NC055,NC,
NC047,Lee County Health Department,NC021,NC,
NC048,Lenoir County Health Department,NC020,NC,
NC048,Lenoir County Health Department,NC046,NC,
NC048,Lenoir County Health Department,NC065,NC,
NC048,Lenoir County Health Department,NC068,NC,
NC048,Lenoir County Health Department,NC083,NC,
NC049,Lincoln County Health Department,NC010,NC,
NC049,Lincoln County Health Department,NC021,NC,
NC049,Lincoln County Health Department,NC060,NC,
NC049,Lincoln County Health Department,NC063,NC,
NC049,Lincoln County Health Department,NC065,NC,
NC051,Madison County Health Department,NC017,NC,
NC051,Madison County Health Department,NC050,NC,
NC051,Madison County Health Department,NC079,NC,
NC052,Martin-Tyrrell-Washington District Health Department,NC093,NC,
NC052,Martin-Tyrrell-Washington District Health Department,NC033,NC,
NC052,Martin-Tyrrell-Washington District Health Department,NC036,NC,
NC052,Martin-Tyrrell-Washington District Health Department,NC045,NC,
NC054,Montgomery County Health Department,NC021,NC,
NC054,Montgomery County Health Department,NC037,NC,
NC054,Montgomery County Health Department,NC041,NC,
NC054,Montgomery County Health Department,NC055,NC,
NC054,Montgomery County Health Department,NC067,NC,
NC057,New Hanover County Health Department,NC008,NC,
NC057,New Hanover County Health Department,NC020,NC,
NC057,New Hanover County Health Department,NC035,NC,
NC057,New Hanover County Health Department,NC093,NC,
NC057,New Hanover County Health Department,NC063,NC,
NC058,Northampton County Health Department,NC028,NC,
NC058,Northampton County Health Department,NC036,NC,
NC058,Northampton County Health Department,NC040,NC,
NC058,Northampton County Health Department,NC093,NC,
NC058,Northampton County Health Department,NC082,NC,
NC060,Orange County Health Department,NC009,NC,
NC060,Orange County Health Department,NC037,NC,
NC060,Orange County Health Department,NC064,NC,
NC060,Orange County Health Department,NC065,NC,
NC062,Pamlico County Health Department,NC005,NC,
NC062,Pamlico County Health Department,NC034,NC,
NC062,Pamlico County Health Department,NC020,NC,
NC063,Pender County Health Department,NC008,NC,
NC063,Pender County Health Department,NC009,NC,
NC063,Pender County Health Department,NC026,NC,
NC063,Pender County Health Department,NC059,NC,
NC063,Pender County Health Department,NC068,NC,
NC064,Person County Health Department,NC001,NC,
NC064,Person County Health Department,NC027,NC,
NC064,Person County Health Department,NC037,NC,
NC064,Person County Health Department,NC060,NC,
NC064,Person County Health Department,NC085,NC,
NC065,Pitt County Public Health Center,NC005,NC,
NC065,Pitt County Public Health Center,NC021,NC,
NC065,Pitt County Public Health Center,NC051,NC,
NC065,Pitt County Public Health Center,NC093,NC,
NC065,Pitt County Public Health Center,NC060,NC,
NC066,Randolph County Health Department,NC015,NC,
NC066,Randolph County Health Department,NC024,NC,
NC066,Randolph County Health Department,NC035,NC,
NC066,Randolph County Health Department,NC060,NC,
NC066,Randolph County Health Department,NC064,NC,
NC067,Richmond County Health Deparment,NC004,NC,
NC067,Richmond County Health Deparment,NC008,NC,
NC067,Richmond County Health Deparment,NC031,NC,
NC067,Richmond County Health Deparment,NC043,NC,
NC067,Richmond County Health Deparment,NC021,NC,
NC068,Robeson County Health Department,NC020,NC,
NC068,Robeson County Health Department,NC037,NC,
NC068,Robeson County Health Department,NC093,NC,
NC068,Robeson County Health Department,NC057,NC,
NC068,Robeson County Health Department,NC083,NC,
NC069,Rockingham County Health and Human Services,NC001,NC,
NC069,Rockingham County Health and Human Services,NC029,NC,
NC069,Rockingham County Health and Human Services,NC035,NC,
NC069,Rockingham County Health and Human Services,NC064,NC,
NC069,Rockingham County Health and Human Services,NC067,NC,
NC070,Rowan County Health Department,NC060,NC,
NC071,Rutherford-Polk-McDowell District,NC093,NC,
NC071,Rutherford-Polk-McDowell District,NC004,NC,
NC071,Rutherford-Polk-McDowell District,NC039,NC,
NC071,Rutherford-Polk-McDowell District,NC060,NC,
NC072,Sampson County Health Department,NC019,NC,
NC072,Sampson County Health Department,NC037,NC,
NC072,Sampson County Health Department,NC045,NC,
NC072,Sampson County Health Department,NC057,NC,
NC072,Sampson County Health Department,NC063,NC,
NC073,Scotland County Health Department,NC003,NC,
NC073,Scotland County Health Department,NC021,NC,
NC073,Scotland County Health Department,NC037,NC,
NC073,Scotland County Health Department,NC067,NC,
NC073,Scotland County Health Department,NC068,NC,
NC074,Stanly County Health Department,NC093,NC,
NC074,Stanly County Health Department,NC014,NC,
NC074,Stanly County Health Department,NC021,NC,
NC074,Stanly County Health Department,NC060,NC,
NC074,Stanly County Health Department,NC080,NC,
NC076,Surry County Health and Nutrition Center,NC093,NC,
NC076,Surry County Health and Nutrition Center,NC015,NC,
NC076,Surry County Health and Nutrition Center,NC029,NC,
NC076,Surry County Health and Nutrition Center,NC060,NC,
NC076,Surry County Health and Nutrition Center,NC084,NC,
NC078,Toe River District,NC012,NC,
NC078,Toe River District,NC089,NC,
NC078,Toe River District,NC051,NC,
NC078,Toe River District,NC004,NC,
NC078,Toe River District,NC071,NC,
NC081,Wake County Human Services,NC027,NC,
NC081,Wake County Human Services,NC029,NC,
NC081,Wake County Human Services,NC035,NC,
NC081,Wake County Human Services,NC045,NC,
NC081,Wake County Human Services,NC053,NC,
NC082,Warren County Health Department,NC046,NC,
NC082,Warren County Health Department,NC012,NC,
NC084,Wilkes County Health Department,NC024,NC,
NC084,Wilkes County Health Department,NC025,NC,
NC084,Wilkes County Health Department,NC029,NC,
NC084,Wilkes County Health Department,NC004,NC,
NC084,Wilkes County Health Department,NC076,NC,
NC085,Wilson County Department of Pubic Health,NC033,NC,
NC085,Wilson County Department of Pubic Health,NC020,NC,
NC085,Wilson County Department of Pubic Health,NC060,NC,
NC085,Wilson County Department of Pubic Health,NC063,NC,
NC085,Wilson County Department of Pubic Health,NC083,NC,
NC086,Yadkin County Medical Clinic,NC004,NC,
NC086,Yadkin County Medical Clinic,NC025,NC,
NC086,Yadkin County Medical Clinic,NC075,NC,
NC086,Yadkin County Medical Clinic,NC076,NC,
NC086,Yadkin County Medical Clinic,NC084,NC,
NC088,Swain County Health Department,NC017,NC,
NC088,Swain County Health Department,NC089,NC,
NC088,Swain County Health Department,NC038,NC,
NC088,Swain County Health Department,NC044,NC,
NC088,Swain County Health Department,NC050,NC,
NC089,Graham County Health Department,NC016,NC,
NC089,Graham County Health Department,NC017,NC,
NC089,Graham County Health Department,NC044,NC,
NC089,Graham County Health Department,NC050,NC,
NC089,Graham County Health Department,NC079,NC,
ND002,Central Valley Health District,ND004,ND,
ND002,Central Valley Health District,ND006,ND,
ND002,Central Valley Health District,ND003,ND,
ND003,City-County Health District,ND004,ND,
ND003,City-County Health District,ND002,ND,
ND003,City-County Health District,ND018,ND,
ND004,Custer Health,ND002,ND,
ND004,Custer Health,ND006,ND,
ND004,Custer Health,ND007,ND,
ND004,Custer Health,NE010,NE,
ND005,Emmons County Public Health,ND001,ND,
ND005,Emmons County Public Health,ND010,ND,
ND005,Emmons County Public Health,ND004,ND,
ND006,Fargo/Cass Public Health,ND015,ND,
ND006,Fargo/Cass Public Health,ND016,ND,
ND006,Fargo/Cass Public Health,ND017,ND,
ND006,Fargo/Cass Public Health,ND019,ND,
ND006,Fargo/Cass Public Health,ND020,ND,
ND007,First District Health Unit,ND002,ND,
ND007,First District Health Unit,ND004,ND,
ND007,First District Health Unit,ND018,ND,
ND007,First District Health Unit,ND021,ND,
ND008,Foster County Public Health,ND003,ND,
ND008,Foster County Public Health,ND025,ND,
ND008,Foster County Public Health,ND012,ND,
ND008,Foster County Public Health,ND002,ND,
ND008,Foster County Public Health,ND023,ND,
ND009,Grand Forks Public Health Department,ND001,ND,
ND009,Grand Forks Public Health Department,MN015,MN,
ND009,Grand Forks Public Health Department,ND006,ND,
ND009,Grand Forks Public Health Department,MN041,MN,
ND009,Grand Forks Public Health Department,WI068,WI,
ND010,Kidder County District Health Unit,ND002,ND,
ND010,Kidder County District Health Unit,ND005,ND,
ND010,Kidder County District Health Unit,ND004,ND,
ND011,Lake Region District Health Unit,ND004,ND,
ND011,Lake Region District Health Unit,ND006,ND,
ND011,Lake Region District Health Unit,ND009,ND,
ND011,Lake Region District Health Unit,ND026,ND,
ND011,Lake Region District Health Unit,ND022,ND,
ND012,McIntosh District Health Unit,ND002,ND,
ND013,Nelson-Griggs District Health Unit,ND024,ND,
